x,y,z,px,py,pz,pw,u
-0.62784,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,956.63449
-0.62356,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,960.98883
-0.61913,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,965.49645
-0.61455,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,970.15452
-0.60981,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,974.96007
-0.60494,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,979.91009
-0.59991,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,985.00145
-0.59475,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,990.23092
-0.58945,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,995.59521
-0.58402,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1001.09092
-0.57846,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1006.71459
-0.57278,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1012.46267
-0.56697,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1018.33152
-0.56104,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1024.31743
-0.55500,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1030.41664
-0.54884,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1036.62527
-0.54258,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1042.93942
-0.53621,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1049.35509
-0.52975,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1055.86824
-0.52319,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1062.47474
-0.51653,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1069.17042
-0.50979,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1075.95107
-0.50297,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1082.81238
-0.49607,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1089.75003
-0.48910,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1096.75965
-0.48205,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1103.83679
-0.47494,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1110.97699
-0.46777,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1118.17574
-0.46055,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1125.42849
-0.45327,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1132.73067
-0.44594,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1140.07766
-0.43857,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1147.46481
-0.43117,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1154.88747
-0.42373,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1162.34094
-0.41626,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1169.82053
-0.40877,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1177.32149
-0.40126,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1184.83910
-0.39373,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1192.36861
-0.38620,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1199.90525
-0.37866,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1207.44428
-0.37112,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1214.98093
-0.36359,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1222.51044
-0.35606,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1230.02805
-0.34855,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1237.52901
-0.34106,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1245.00859
-0.33359,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1252.46206
-0.32615,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1259.88472
-0.31875,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1267.27188
-0.31138,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1274.61886
-0.30405,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1281.92104
-0.29677,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1289.17379
-0.28955,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1296.37255
-0.28238,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1303.51275
-0.27527,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1310.58989
-0.26822,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1317.59950
-0.26125,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1324.53715
-0.25435,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1331.39847
-0.24753,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1338.17911
-0.24079,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1344.87480
-0.23413,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1351.48130
-0.22757,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1357.99444
-0.22111,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1364.41011
-0.21474,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1370.72426
-0.20848,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1376.93290
-0.20232,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1383.03210
-0.19628,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1389.01802
-0.19035,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1394.88687
-0.18454,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1400.63494
-0.17886,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1406.25861
-0.17330,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1411.75433
-0.16787,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1417.11862
-0.16257,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1422.34809
-0.15741,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1427.43944
-0.15238,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1432.38946
-0.14751,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1437.19502
-0.14277,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1441.85308
-0.13819,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1446.36070
-0.13376,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1450.71504
-0.12948,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1454.91334
-0.12536,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1458.95295
-0.12140,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1462.83133
-0.11760,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1466.54601
-0.11397,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1470.09466
-0.11051,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1473.47504
-0.10721,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1476.68500
-0.10409,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1479.72252
-0.10114,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1482.58569
-0.09836,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1485.27269
-0.09576,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1487.78183
-0.09334,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1490.11151
-0.09110,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1492.26028
-0.08905,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1494.22677
-0.08717,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1496.00975
-0.08548,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1497.60807
-0.08397,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1499.02075
-0.08265,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,1500.24687
